Timestamp,Node ID,Suhu (C),Kelembapan (%RH),Tekanan (hPa),Kecepatan Angin (m/s),Arah Angin (derajat),Cahaya (lux),Radiasi (W/m2),PM2.5 (ug/m3),PM10 (ug/m3),Ion Negatif (pcs/cm3)
"30/7/2026, 23.18.48","E32_WS (Sector A)","28.81","69.36","101.05","0.48","4","50.12","2","0","0","1","138"
"30/7/2026, 23.18.53","E32_WS (Sector A)","28.81","69.38","101.05","0.88","323","50.12","2","0","0","1","138"
"30/7/2026, 23.18.58","E32_WS (Sector A)","28.81","69.39","101.05","0.5","342","50.12","2","0","0","1","138"
"30/7/2026, 23.19.03","E32_WS (Sector A)","28.82","69.36","101.06","0.72","326","50.12","2","0","0","1","138"
"30/7/2026, 23.19.08","E32_WS (Sector A)","28.81","69.38","101.05","0.52","346","50.12","2","0","0","1","138"
"30/7/2026, 23.19.13","E32_WS (Sector A)","28.82","69.35","101.06","0.52","332","50.12","2","0","0","1","138"
"30/7/2026, 23.19.18","E32_WS (Sector A)","28.82","69.34","101.05","0.44","333","50.12","2","0","0","1","138"
"30/7/2026, 23.19.23","E32_WS (Sector A)","28.81","69.34","101.05","0.44","323","50.12","2","0","0","1","138"
"30/7/2026, 23.19.28","E32_WS (Sector A)","28.81","69.36","101.05","0.56","335","50.12","2","0","0","1","138"
"30/7/2026, 23.19.33","E32_WS (Sector A)","28.81","69.37","101.05","0.32","17","50.12","2","0","0","1","138"
"30/7/2026, 23.19.38","E32_WS (Sector A)","28.81","69.34","101.05","0.42","343","50.12","2","0","0","1","138"
"30/7/2026, 23.19.43","E32_WS (Sector A)","28.81","69.35","101.05","0.55","306","50.12","2","0","0","1","138"
"30/7/2026, 23.19.48","E32_WS (Sector A)","28.81","69.41","101.05","0.5","313","50.12","2","0","0","1","138"
"30/7/2026, 23.19.53","E32_WS (Sector A)","28.81","69.46","101.05","0.58","309","50.12","2","0","0","1","138"
"30/7/2026, 23.19.58","E32_WS (Sector A)","28.81","69.5","101.05","0.54","325","50.12","2","0","0","1","138"
"30/7/2026, 23.20.03","E32_WS (Sector A)","28.81","69.47","101.05","0.38","323","50.12","2","0","0","1","138"
"30/7/2026, 23.20.08","E32_WS (Sector A)","28.81","69.46","101.05","0.2","4","50.12","2","0","0","1","138"
"30/7/2026, 23.20.13","E32_WS (Sector A)","28.81","69.42","101.05","0.46","289","50.12","2","0","0","1","138"
"30/7/2026, 23.20.18","E32_WS (Sector A)","28.81","69.47","101.05","0.36","303","50.12","2","0","0","1","138"
"30/7/2026, 23.20.23","E32_WS (Sector A)","28.8","69.48","101.05","0.4","334","50.12","2","0","0","1","138"
"30/7/2026, 23.20.28","E32_WS (Sector A)","28.8","69.46","101.05","0.48","348","50.12","2","0","0","1","138"
"30/7/2026, 23.20.33","E32_WS (Sector A)","28.8","69.44","101.05","0.54","348","50.12","2","0","0","1","138"
"30/7/2026, 23.20.38","E32_WS (Sector A)","28.8","69.42","101.05","0.61","340","50.12","2","0","0","1","138"
"30/7/2026, 23.20.43","E32_WS (Sector A)","28.8","69.38","101.05","0.42","342","50.12","2","0","0","1","138"
"30/7/2026, 23.20.48","E32_WS (Sector A)","28.8","69.36","101.05","0.38","346","50.12","2","0","0","1","138"
"30/7/2026, 23.20.53","E32_WS (Sector A)","28.8","69.33","101.06","0.36","0","50.12","2","0","0","1","138"
"30/7/2026, 23.20.58","E32_WS (Sector A)","28.8","69.33","101.05","0.65","341","50.12","2","0","0","1","138"
"30/7/2026, 23.21.03","E32_WS (Sector A)","28.81","69.33","101.05","0.47","329","50.12","2","0","0","1","138"
"30/7/2026, 23.21.08","E32_WS (Sector A)","28.8","69.38","101.05","0.53","342","50.12","2","0","0","1","138"
"30/7/2026, 23.21.13","E32_WS (Sector A)","28.8","69.38","101.05","0.37","333","50.12","2","0","0","1","138"
"30/7/2026, 23.21.18","E32_WS (Sector A)","28.8","69.37","101.05","0.37","329","50.12","2","0","0","1","138"
"30/7/2026, 23.21.23","E32_WS (Sector A)","28.8","69.37","101.05","0.53","354","50.12","2","0","0","1","138"
"30/7/2026, 23.21.28","E32_WS (Sector A)","28.8","69.33","101.05","0.35","349","50.12","2","0","0","1","138"
"30/7/2026, 23.21.33","E32_WS (Sector A)","28.8","69.33","101.05","0.42","324","50.12","2","0","0","1","138"
"30/7/2026, 23.21.38","E32_WS (Sector A)","28.8","69.36","101.05","0.53","311","50.12","2","0","0","1","138"
"30/7/2026, 23.21.43","E32_WS (Sector A)","28.8","69.44","101.06","0.48","307","50.12","2","0","0","1","138"
"30/7/2026, 23.21.48","E32_WS (Sector A)","28.8","69.5","101.06","0.46","308","50.12","2","0","0","1","138"
"30/7/2026, 23.21.53","E32_WS (Sector A)","28.8","69.53","101.05","0.48","317","50.12","2","0","0","1","138"
"30/7/2026, 23.21.58","E32_WS (Sector A)","28.79","69.56","101.05","0.52","330","50.12","2","0","0","1","138"
"30/7/2026, 23.22.03","E32_WS (Sector A)","28.79","69.53","101.05","0.5","346","50.12","2","0","0","1","138"
"30/7/2026, 23.22.08","E32_WS (Sector A)","28.79","69.51","101.06","0.55","348","50.12","2","0","0","1","138"
"30/7/2026, 23.22.13","E32_WS (Sector A)","28.79","69.52","101.06","0.32","318","50.12","2","0","0","1","138"
"30/7/2026, 23.22.18","E32_WS (Sector A)","28.79","69.52","101.06","0.47","309","50.12","2","0","0","1","138"
"30/7/2026, 23.22.23","E32_WS (Sector A)","28.79","69.54","101.06","0.6","314","50.12","2","0","0","1","138"
"30/7/2026, 23.22.28","E32_WS (Sector A)","28.79","69.56","101.05","0.55","314","50.12","2","0","0","1","138"
"30/7/2026, 23.22.33","E32_WS (Sector A)","28.78","69.58","101.05","0.5","324","50.12","2","0","0","1","138"
"30/7/2026, 23.22.38","E32_WS (Sector A)","28.79","69.57","101.06","0.42","330","50.12","2","0","0","1","138"
"30/7/2026, 23.22.43","E32_WS (Sector A)","28.79","69.56","101.06","0.39","343","50.12","2","0","0","1","138"
"30/7/2026, 23.22.48","E32_WS (Sector A)","28.78","69.54","101.06","0.37","322","50.12","2","0","0","1","138"
"30/7/2026, 23.22.53","E32_WS (Sector A)","28.78","69.52","101.06","0.35","311","50.12","2","0","0","1","138"
"30/7/2026, 23.22.58","E32_WS (Sector A)","28.78","69.53","101.05","0.63","335","50.12","2","0","0","1","138"
"30/7/2026, 23.23.03","E32_WS (Sector A)","28.78","69.53","101.05","0.61","359","50.12","2","0","0","1","138"
"30/7/2026, 23.23.08","E32_WS (Sector A)","28.79","69.48","101.05","0.53","359","50.12","2","0","0","1","138"
"30/7/2026, 23.23.13","E32_WS (Sector A)","28.78","69.47","101.05","0.43","332","50.12","2","0","0","1","138"
"30/7/2026, 23.23.18","E32_WS (Sector A)","28.79","69.47","101.05","0.26","286","50.12","2","0","0","1","138"
"30/7/2026, 23.23.23","E32_WS (Sector A)","28.78","69.48","101.05","0.33","344","50.12","2","0","0","1","138"
"30/7/2026, 23.23.28","E32_WS (Sector A)","28.78","69.49","101.05","0.22","332","50.12","2","0","0","1","138"
"30/7/2026, 23.23.33","E32_WS (Sector A)","28.78","69.52","101.05","0.34","322","50.12","2","0","0","1","138"
"30/7/2026, 23.23.38","E32_WS (Sector A)","28.78","69.55","101.05","0.23","298","50.12","2","0","0","1","138"
"30/7/2026, 23.23.43","E32_WS (Sector A)","28.78","69.55","101.05","0.23","348","50.12","2","0","0","1","138"
"30/7/2026, 23.23.48","E32_WS (Sector A)","28.78","69.54","101.05","0.36","323","50.12","2","0","0","1","138"
"30/7/2026, 23.23.53","E32_WS (Sector A)","28.78","69.54","101.05","0.38","313","50.12","2","0","0","1","138"
"30/7/2026, 23.23.58","E32_WS (Sector A)","28.78","69.54","101.05","0.26","352","50.12","2","0","0","1","138"
"30/7/2026, 23.24.03","E32_WS (Sector A)","28.78","69.52","101.05","0.35","322","50.12","2","0","0","1","138"
"30/7/2026, 23.24.08","E32_WS (Sector A)","28.78","69.52","101.05","0.35","328","50.12","2","0","0","1","138"
"30/7/2026, 23.24.13","E32_WS (Sector A)","28.78","69.49","101.05","0.37","350","50.12","2","0","0","1","138"
"30/7/2026, 23.24.18","E32_WS (Sector A)","28.78","69.47","101.05","0.5","326","50.12","2","0","0","1","138"
"30/7/2026, 23.24.23","E32_WS (Sector A)","28.78","69.5","101.05","0.58","309","50.12","2","0","0","1","138"
"30/7/2026, 23.24.28","E32_WS (Sector A)","28.77","69.56","101.05","0.33","347","50.12","2","0","0","1","138"
"30/7/2026, 23.24.33","E32_WS (Sector A)","28.78","69.55","101.05","0.33","305","50.12","2","0","0","1","138"
"30/7/2026, 23.24.38","E32_WS (Sector A)","28.78","69.56","101.05","0.44","358","50.12","2","0","0","1","138"
"30/7/2026, 23.24.43","E32_WS (Sector A)","28.78","69.54","101.05","0.55","334","50.12","2","0","0","1","138"
"30/7/2026, 23.24.48","E32_WS (Sector A)","28.77","69.54","101.05","0.34","340","50.12","2","0","0","1","138"
"30/7/2026, 23.24.53","E32_WS (Sector A)","28.78","69.51","101.05","0.35","307","50.12","2","0","0","1","138"
"30/7/2026, 23.24.58","E32_WS (Sector A)","28.78","69.54","101.05","0.55","328","50.12","2","0","0","1","138"
"30/7/2026, 23.25.03","E32_WS (Sector A)","28.77","69.54","101.05","0.48","8","50.12","2","0","0","1","138"
"30/7/2026, 23.25.08","E32_WS (Sector A)","28.77","69.5","101.05","0.55","315","50.12","2","0","0","1","138"
"30/7/2026, 23.25.13","E32_WS (Sector A)","28.78","69.52","101.05","0.54","324","50.12","2","0","0","1","138"
"30/7/2026, 23.25.18","E32_WS (Sector A)","28.77","69.57","101.05","0.52","340","50.12","2","0","0","1","138"
"30/7/2026, 23.25.23","E32_WS (Sector A)","28.77","69.53","101.05","0.56","345","50.12","2","0","0","1","138"
"30/7/2026, 23.25.28","E32_WS (Sector A)","28.78","69.48","101.05","0.44","17","50.12","2","0","0","1","138"
"30/7/2026, 23.25.33","E32_WS (Sector A)","28.78","69.48","101.05","0.35","309","50.12","2","0","0","1","138"
"30/7/2026, 23.25.38","E32_WS (Sector A)","28.78","69.55","101.05","0.39","333","50.12","2","0","0","1","138"
"30/7/2026, 23.25.43","E32_WS (Sector A)","28.78","69.53","101.05","0.35","325","50.12","2","0","0","1","138"
"30/7/2026, 23.25.48","E32_WS (Sector A)","28.78","69.52","101.05","0.36","329","50.12","2","0","0","1","138"
"30/7/2026, 23.25.53","E32_WS (Sector A)","28.78","69.53","101.05","0.4","318","50.12","2","0","0","1","138"
"30/7/2026, 23.25.58","E32_WS (Sector A)","28.78","69.55","101.05","0.4","318","50.12","2","0","0","1","138"
"30/7/2026, 23.26.03","E32_WS (Sector A)","28.78","69.55","101.05","0.61","320","50.12","2","0","0","1","138"
"30/7/2026, 23.26.08","E32_WS (Sector A)","28.78","69.57","101.05","0.49","340","50.12","2","0","0","1","138"
"30/7/2026, 23.26.13","E32_WS (Sector A)","28.78","69.54","101.05","0.58","8","50.12","2","0","0","1","138"
"30/7/2026, 23.26.18","E32_WS (Sector A)","28.78","69.53","101.05","0.39","310","50.12","2","0","0","1","138"
"30/7/2026, 23.26.23","E32_WS (Sector A)","28.78","69.55","101.05","0.44","314","50.12","2","0","0","1","138"
"30/7/2026, 23.26.28","E32_WS (Sector A)","28.78","69.58","101.05","0.5","306","50.12","2","0","0","1","138"
"30/7/2026, 23.26.33","E32_WS (Sector A)","28.78","69.62","101.05","0.51","344","50.12","2","0","0","1","138"
"30/7/2026, 23.26.38","E32_WS (Sector A)","28.78","69.62","101.05","0.22","338","50.12","2","0","0","1","138"
"30/7/2026, 23.26.43","E32_WS (Sector A)","28.78","69.61","101.05","0.45","311","50.12","2","0","0","1","138"
"30/7/2026, 23.26.48","E32_WS (Sector A)","28.77","69.65","101.05","0.54","309","50.12","2","0","0","1","138"
"30/7/2026, 23.26.53","E32_WS (Sector A)","28.78","69.65","101.05","0.51","321","50.12","2","0","0","1","138"
"30/7/2026, 23.26.58","E32_WS (Sector A)","28.78","69.67","101.05","0.56","324","50.12","2","0","0","1","138"
"30/7/2026, 23.27.03","E32_WS (Sector A)","28.78","69.68","101.05","0.42","314","50.12","2","0","0","1","138"
"30/7/2026, 23.27.08","E32_WS (Sector A)","28.77","69.69","101.05","0.38","325","50.12","2","0","0","1","138"
"30/7/2026, 23.27.13","E32_WS (Sector A)","28.77","69.66","101.05","0.37","339","50.12","2","0","0","1","138"
"30/7/2026, 23.27.18","E32_WS (Sector A)","28.77","69.62","101.05","0.43","337","50.12","2","0","0","1","138"
"30/7/2026, 23.27.23","E32_WS (Sector A)","28.77","69.6","101.05","0.49","348","50.12","2","0","0","1","138"
"30/7/2026, 23.27.28","E32_WS (Sector A)","28.77","69.57","101.05","0.42","325","50.12","2","0","0","1","138"
"30/7/2026, 23.27.33","E32_WS (Sector A)","28.77","69.57","101.05","0.34","326","50.12","2","0","0","1","138"
"30/7/2026, 23.27.38","E32_WS (Sector A)","28.77","69.55","101.05","0.54","357","50.12","2","0","0","1","138"
"30/7/2026, 23.27.43","E32_WS (Sector A)","28.77","69.56","101.05","0.61","358","50.12","2","0","0","1","138"
"30/7/2026, 23.27.48","E32_WS (Sector A)","28.77","69.53","101.05","0.43","352","50.12","2","0","0","1","138"
"30/7/2026, 23.27.53","E32_WS (Sector A)","28.77","69.5","101.05","0.38","10","50.12","2","0","0","1","138"
"30/7/2026, 23.27.58","E32_WS (Sector A)","28.77","69.52","101.05","0.51","351","50.12","2","0","0","1","138"
"30/7/2026, 23.28.03","E32_WS (Sector A)","28.77","69.5","101.05","0.45","27","50.12","2","0","0","1","138"
"30/7/2026, 23.28.08","E32_WS (Sector A)","28.77","69.53","101.05","0.48","289","50.12","2","0","0","1","138"
"30/7/2026, 23.28.13","E32_WS (Sector A)","28.77","69.62","101.05","0.33","314","50.12","2","0","0","1","138"
"30/7/2026, 23.28.18","E32_WS (Sector A)","28.77","69.61","101.05","0.41","20","50.12","2","0","0","1","138"
"30/7/2026, 23.28.23","E32_WS (Sector A)","28.77","69.59","101.05","0.49","316","50.12","2","0","0","1","138"
"30/7/2026, 23.28.28","E32_WS (Sector A)","28.77","69.59","101.05","0.47","334","50.12","2","0","0","1","138"
"30/7/2026, 23.28.33","E32_WS (Sector A)","28.77","69.56","101.05","0.36","305","50.12","2","0","0","1","138"
"30/7/2026, 23.28.38","E32_WS (Sector A)","28.77","69.58","101.05","0.61","348","50.12","2","0","0","1","138"
"30/7/2026, 23.28.43","E32_WS (Sector A)","28.77","69.55","101.05","0.43","348","50.12","2","0","0","1","138"
"30/7/2026, 23.28.48","E32_WS (Sector A)","28.77","69.56","101.05","0.48","312","50.12","2","0","0","1","138"
"30/7/2026, 23.28.53","E32_WS (Sector A)","28.77","69.6","101.05","0.44","328","50.12","2","0","0","1","138"
"30/7/2026, 23.28.58","E32_WS (Sector A)","28.77","69.61","101.05","0.29","5","50.12","2","0","0","1","138"
"30/7/2026, 23.29.03","E32_WS (Sector A)","28.77","69.56","101.05","0.41","5","50.12","2","0","0","1","138"
"30/7/2026, 23.29.08","E32_WS (Sector A)","28.77","69.54","101.05","0.37","353","50.12","2","0","0","1","138"
"30/7/2026, 23.29.13","E32_WS (Sector A)","28.77","69.53","101.05","0.52","311","50.12","2","0","0","1","138"
"30/7/2026, 23.29.18","E32_WS (Sector A)","28.77","69.57","101.05","0.57","337","50.12","2","0","0","1","138"
"30/7/2026, 23.29.23","E32_WS (Sector A)","28.77","69.55","101.05","0.41","339","50.12","2","0","0","1","138"
"30/7/2026, 23.29.28","E32_WS (Sector A)","28.77","69.53","101.05","0.43","336","50.12","2","0","0","1","138"
"30/7/2026, 23.29.33","E32_WS (Sector A)","28.77","69.5","101.05","0.41","318","50.12","2","0","0","1","138"
"30/7/2026, 23.29.38","E32_WS (Sector A)","28.77","69.54","101.05","0.46","323","50.12","2","0","0","1","138"
"30/7/2026, 23.29.43","E32_WS (Sector A)","28.77","69.55","101.05","0.5","340","50.12","2","0","0","1","138"
"30/7/2026, 23.29.48","E32_WS (Sector A)","28.77","69.57","101.05","0.33","330","50.12","2","0","0","1","138"
"30/7/2026, 23.29.53","E32_WS (Sector A)","28.77","69.54","101.05","0.75","335","50.12","2","0","0","1","138"
"30/7/2026, 23.29.58","E32_WS (Sector A)","28.77","69.53","101.05","0.68","328","50.12","2","0","0","1","138"
"30/7/2026, 23.30.03","E32_WS (Sector A)","28.77","69.54","101.05","0.49","351","50.12","2","0","0","1","138"
"30/7/2026, 23.30.08","E32_WS (Sector A)","28.77","69.51","101.05","0.43","330","50.12","2","0","0","1","138"
"30/7/2026, 23.30.13","E32_WS (Sector A)","28.76","69.56","101.05","0.61","306","50.12","2","0","0","1","138"
"30/7/2026, 23.30.18","E32_WS (Sector A)","28.76","69.61","101.04","0.52","310","50.12","2","0","0","1","138"
"30/7/2026, 23.30.23","E32_WS (Sector A)","28.76","69.65","101.05","0.41","329","50.12","2","0","0","1","138"
"30/7/2026, 23.30.28","E32_WS (Sector A)","28.76","69.64","101.05","0.42","347","50.12","2","0","0","1","138"
"30/7/2026, 23.30.33","E32_WS (Sector A)","28.76","69.59","101.05","0.48","336","50.12","2","0","0","1","138"
"30/7/2026, 23.30.38","E32_WS (Sector A)","28.76","69.58","101.05","0.52","341","50.12","2","0","0","1","138"
"30/7/2026, 23.30.43","E32_WS (Sector A)","28.76","69.55","101.05","0.32","16","50.12","2","0","0","1","138"
"30/7/2026, 23.30.48","E32_WS (Sector A)","28.76","69.53","101.05","0.46","299","50.12","2","0","0","1","138"
"30/7/2026, 23.30.53","E32_WS (Sector A)","28.76","69.55","101.05","0.58","333","50.12","2","0","0","1","138"
"30/7/2026, 23.30.58","E32_WS (Sector A)","28.76","69.55","101.05","0.31","331","50.12","2","0","0","1","138"
"30/7/2026, 23.31.03","E32_WS (Sector A)","28.76","69.55","101.05","0.28","337","50.12","2","0","0","1","138"
"30/7/2026, 23.31.08","E32_WS (Sector A)","28.76","69.56","101.05","0.39","319","50.12","2","0","0","1","138"
"30/7/2026, 23.31.13","E32_WS (Sector A)","28.76","69.58","101.04","0.43","314","50.12","2","0","0","1","138"
"30/7/2026, 23.31.18","E32_WS (Sector A)","28.76","69.59","101.05","0.36","335","50.12","2","0","0","1","138"
"30/7/2026, 23.31.23","E32_WS (Sector A)","28.76","69.56","101.05","0.49","329","50.12","2","0","0","1","138"
"30/7/2026, 23.31.28","E32_WS (Sector A)","28.76","69.55","101.05","0.39","327","50.12","2","0","0","1","138"
"30/7/2026, 23.31.33","E32_WS (Sector A)","28.76","69.54","101.04","0.37","324","50.12","2","0","0","1","138"
"30/7/2026, 23.31.38","E32_WS (Sector A)","28.76","69.53","101.05","0.49","321","50.12","2","0","0","1","138"
"30/7/2026, 23.31.43","E32_WS (Sector A)","28.76","69.58","101.05","0.39","335","50.12","2","0","0","1","138"
"30/7/2026, 23.31.48","E32_WS (Sector A)","28.76","69.56","101.05","0.39","326","50.12","2","0","0","1","138"
"30/7/2026, 23.31.53","E32_WS (Sector A)","28.76","69.53","101.05","0.41","327","50.12","2","0","0","1","138"
"30/7/2026, 23.31.58","E32_WS (Sector A)","28.75","69.55","101.05","0.48","331","50.12","2","0","0","1","138"
"30/7/2026, 23.32.03","E32_WS (Sector A)","28.75","69.59","101.05","0.52","321","50.12","2","0","0","1","138"
"30/7/2026, 23.32.08","E32_WS (Sector A)","28.75","69.59","101.05","0.56","335","50.12","2","0","0","1","138"
"30/7/2026, 23.32.13","E32_WS (Sector A)","28.75","69.58","101.04","0.43","327","50.12","2","0","0","1","138"
"30/7/2026, 23.32.18","E32_WS (Sector A)","28.75","69.61","101.05","0.45","314","50.12","2","0","0","1","138"
"30/7/2026, 23.32.23","E32_WS (Sector A)","28.75","69.61","101.04","0.48","323","50.12","2","0","0","1","138"
"30/7/2026, 23.32.28","E32_WS (Sector A)","28.75","69.62","101.05","0.49","321","50.12","2","0","0","1","138"
"30/7/2026, 23.32.33","E32_WS (Sector A)","28.75","69.65","101.05","0.35","320","50.12","2","0","0","1","138"
"30/7/2026, 23.32.38","E32_WS (Sector A)","28.75","69.63","101.04","0.5","312","50.12","2","0","0","1","138"
"30/7/2026, 23.32.43","E32_WS (Sector A)","28.75","69.64","101.05","0.55","317","50.12","2","0","0","1","138"
"30/7/2026, 23.32.48","E32_WS (Sector A)","28.75","69.67","101.04","0.44","318","50.12","2","0","0","1","138"
"30/7/2026, 23.32.53","E32_WS (Sector A)","28.75","69.65","101.04","0.45","3","50.12","2","0","0","1","138"
"30/7/2026, 23.32.58","E32_WS (Sector A)","28.75","69.62","101.05","0.41","309","50.12","2","0","0","1","138"
"30/7/2026, 23.33.03","E32_WS (Sector A)","28.74","69.62","101.04","0.34","334","50.12","2","0","0","1","138"
"30/7/2026, 23.33.08","E32_WS (Sector A)","28.75","69.59","101.04","0.5","346","50.12","2","0","0","1","138"
"30/7/2026, 23.33.13","E32_WS (Sector A)","28.75","69.55","101.04","0.52","3","50.12","2","0","0","1","138"
"30/7/2026, 23.33.18","E32_WS (Sector A)","28.75","69.52","101.04","0.28","327","50.12","2","0","0","1","138"
"30/7/2026, 23.33.23","E32_WS (Sector A)","28.74","69.5","101.04","0.26","353","50.12","2","0","0","1","138"
"30/7/2026, 23.33.28","E32_WS (Sector A)","28.74","69.49","101.04","0.59","355","50.12","2","0","0","1","138"
"30/7/2026, 23.33.33","E32_WS (Sector A)","28.75","69.5","101.05","0.56","336","50.12","2","0","0","1","138"
"30/7/2026, 23.33.38","E32_WS (Sector A)","28.75","69.53","101.05","0.51","354","50.12","2","0","0","1","138"
"30/7/2026, 23.33.43","E32_WS (Sector A)","28.75","69.51","101.05","0.69","359","50.12","2","0","0","1","138"
